species_name,common_Name,order,family,actual_label,predicted_probability,zoonointel_score,risk_tier,missing_feature_percent,confidence_level,data_completeness_percent,total_missing_features,total_imputed_features,uncertainty_reason,top_driver_1,top_driver_2,top_driver_3
Avahi occidentalis,Western Woolly Lemur,Primates,Indriidae,0,0.09527365,9.53,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Avahi unicolor,Unicolor Woolly Lemur,Primates,Indriidae,0,0.048277293,4.83,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Axis axis,Axis Axis,Artiodactyla,Cervidae,1,0.723731929,72.37,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Axis calamianensis,Calamianensis Axis,Artiodactyla,Cervidae,0,0.032260122,3.23,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Axis kuhlii,Kuhli’s Axis,Artiodactyla,Cervidae,0,0.095194435,9.52,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Axis porcinus,Porcinus Axis,Artiodactyla,Cervidae,1,0.617099947,61.71,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Babyrousa babyrussa,Babyrussa Babyrousa,Artiodactyla,Suidae,1,0.469927944,46.99,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Babyrousa bolabatuensis,Bolabatuensis Babyrousa,Artiodactyla,Suidae,0,0.163107286,16.31,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Babyrousa celebensis,Celebensis Babyrousa,Artiodactyla,Suidae,0,0.23791084,23.79,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Balaenoptera musculus,Blue Whale,Cetacea,Balaenopteridae,0,0.299025032,29.9,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Balaenoptera physalus,Fin Whale,Cetacea,Balaenopteridae,1,0.385102721,38.51,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Balantiopteryx infusca,Infusca Sac-winged Bat,Chiroptera,Emballonuridae,0,0.039874793,3.99,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Balantiopteryx io,Io Sac-winged Bat,Chiroptera,Emballonuridae,0,0.036416529,3.64,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Balantiopteryx plicata,Plicata Sac-winged Bat,Chiroptera,Emballonuridae,0,0.197933982,19.79,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Balionycteris maculata,Spotted Balionycteris,Chiroptera,Pteropodidae,0,0.118523834,11.85,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Bandicota bengalensis,Bengalensis Bandicoot Rat,Rodentia,Muridae,1,0.610843113,61.08,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Bandicota indica,Indian Bandicoot Rat,Rodentia,Muridae,1,0.612334926,61.23,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cephalophus niger,Black Duiker,Artiodactyla,Bovidae,1,0.600232233,60.02,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cephalophus nigrifrons,Nigrifrons Duiker,Artiodactyla,Bovidae,1,0.670003974,67,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cephalophus ogilbyi,Ogilby’s Duiker,Artiodactyla,Bovidae,0,0.193453921,19.35,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cephalophus rufilatus,Rufilatus Duiker,Artiodactyla,Bovidae,1,0.677212709,67.72,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cephalophus silvicultor,Silvicultor Duiker,Artiodactyla,Bovidae,1,0.820637983,82.06,Very High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cephalophus spadix,Spadix Duiker,Artiodactyla,Bovidae,0,0.308087732,30.81,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cephalophus weynsi,Weyns’s Duiker,Artiodactyla,Bovidae,1,0.610014833,61,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cephalophus zebra,Zebra Duiker,Artiodactyla,Bovidae,1,0.179677752,17.97,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cephalorhynchus commersonii,Commersoni’s Cephalorhynchus,Cetacea,Delphinidae,0,0.309990784,31,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cephalorhynchus eutropia,Eutropia Cephalorhynchus,Cetacea,Delphinidae,0,0.244938428,24.49,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cephalorhynchus heavisidii,Heavisidi’s Cephalorhynchus,Cetacea,Delphinidae,0,0.203165028,20.32,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cephalorhynchus hectori,Hector’s Cephalorhynchus,Cetacea,Delphinidae,0,0.298322955,29.83,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Ceratotherium simum,White Rhinoceros,Perissodactyla,Rhinocerotidae,1,0.780846771,78.08,Very High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercartetus caudatus,Caudatus Cercartetus,Diprotodontia,Burramyidae,0,0.014405525,1.44,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercartetus concinnus,Concinnus Cercartetus,Diprotodontia,Burramyidae,0,0.095343878,9.53,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercartetus lepidus,Lepidus Cercartetus,Diprotodontia,Burramyidae,0,0.029941365,2.99,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercartetus nanus,Nanus Cercartetus,Diprotodontia,Burramyidae,0,0.244723322,24.47,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercocebus agilis,Agilis Mangabey,Primates,Cercopithecidae,1,0.877242123,87.72,Very High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercocebus atys,Atys Mangabey,Primates,Cercopithecidae,1,0.812952327,81.3,Very High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercocebus chrysogaster,Chrysogaster Mangabey,Primates,Cercopithecidae,1,0.719538617,71.95,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercocebus galeritus,Galeritus Mangabey,Primates,Cercopithecidae,1,0.591091284,59.11,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercocebus sanjei,Sanje’s Mangabey,Primates,Cercopithecidae,0,0.297774039,29.78,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercocebus torquatus,Torquatus Mangabey,Primates,Cercopithecidae,1,0.749865647,74.99,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercopithecus albogularis,Albogularis Guenon,Primates,Cercopithecidae,1,0.803676572,80.37,Very High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercopithecus ascanius,Ascanius Guenon,Primates,Cercopithecidae,1,0.759077091,75.91,Very High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercopithecus campbelli,Campbell’s Guenon,Primates,Cercopithecidae,1,0.781559177,78.16,Very High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercopithecus cephus,Cephus Guenon,Primates,Cercopithecidae,1,0.839825666,83.98,Very High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercopithecus denti,Dent’s Guenon,Primates,Cercopithecidae,1,0.78735381,78.74,Very High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercopithecus diana,Diana Guenon,Primates,Cercopithecidae,1,0.666681424,66.67,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercopithecus doggetti,Doggett’s Guenon,Primates,Cercopithecidae,0,0.40673188,40.67,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercopithecus dryas,Dryas Guenon,Primates,Cercopithecidae,0,0.127180347,12.72,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercopithecus erythrogaster,Erythrogaster Guenon,Primates,Cercopithecidae,0,0.216093084,21.61,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercopithecus erythrotis,Erythrotis Guenon,Primates,Cercopithecidae,1,0.616292766,61.63,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercopithecus hamlyni,Hamlyn’s Guenon,Primates,Cercopithecidae,1,0.657018119,65.7,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercopithecus kandti,Kandt’s Guenon,Primates,Cercopithecidae,0,0.51152009,51.15,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercopithecus lhoesti,Lhoest’s Guenon,Primates,Cercopithecidae,0,0.527094269,52.71,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercopithecus lowei,Lowe’s Guenon,Primates,Cercopithecidae,0,0.381773766,38.18,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercopithecus mitis,Mitis Guenon,Primates,Cercopithecidae,1,0.698933177,69.89,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercopithecus mona,Mona Guenon,Primates,Cercopithecidae,1,0.801161823,80.12,Very High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercopithecus neglectus,Neglectus Guenon,Primates,Cercopithecidae,1,0.778268433,77.83,Very High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercopithecus nictitans,Nictitans Guenon,Primates,Cercopithecidae,1,0.857075526,85.71,Very High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercopithecus petaurista,Petaurista Guenon,Primates,Cercopithecidae,1,0.703732837,70.37,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercopithecus pogonias,Pogonias Guenon,Primates,Cercopithecidae,1,0.844103984,84.41,Very High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercopithecus preussi,Preuss’s Guenon,Primates,Cercopithecidae,0,0.231940493,23.19,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercopithecus roloway,Roloway Guenon,Primates,Cercopithecidae,0,0.266702788,26.67,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercopithecus sclateri,Sclater’s Guenon,Primates,Cercopithecidae,0,0.19745208,19.75,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercopithecus solatus,Solatus Guenon,Primates,Cercopithecidae,0,0.13356341,13.36,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cercopithecus wolfi,Wolf’s Guenon,Primates,Cercopithecidae,1,0.678208676,67.82,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cerdocyon thous,Crab-eating Fox,Carnivora,Canidae,1,0.649502538,64.95,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cervus elaphus,Red Deer,Artiodactyla,Cervidae,1,0.91821424,91.82,Very High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
